company_name,domain,website_clean,priority_tier,tier_name,business_type,market_region,estimated_employees,currency,monthly_revenue_display,monthly_revenue_numeric,opportunity_value_display,opportunity_value_numeric,overall_score,digital_maturity_score,technology_readiness,digital_opportunity,website_performance_score,website_accessibility_score,website_seo_score,website_best_practices_score,website_overall_score,website_status,needs_improvement,outreach_priority,primary_pain_point,urgency_level,estimated_monthly_impact,success_probability,follow_up_timeline,talking_point_1,talking_point_2,talking_point_3,discovery_query,discovery_date,discovery_source,enrichment_status,enrichment_mode,enrichment_timestamp,lead_status,assigned_to,contact_priority,follow_up_date,notes,created_date,last_modified
Orbit Accountants: Accounting and Tax Services in Canada,orbitaccountants.ca,https://orbitaccountants.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,High,Unknown,88,89,91,78,86.5,active,True,Platinum,Client Communication Platform,Medium,4875.0,0.61,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.923723,2025-07-30T17:17:20.683148
Bookkeeping and Accounting Firm Toronto,accountor.ca › offers › ontario › toronto › accoun...,https://accountor.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,High,Unknown,90,86,86,95,89.2,active,True,Platinum,Service Calculator Integration,Medium,4875.0,0.61,24 hours,Healthcare websites converting 15-25% better with proper patient booking systems,Patient review management directly impacts local search ranking,Professional website credibility directly impacts client acquisition,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.923723,2025-07-30T17:17:20.683148
Markham Accounting Firm | Bookkeeping Toronto,jadeconsulting.ca › pages › about-us,https://jadeconsulting.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,Medium,Unknown,66,58,63,70,64.2,active,True,Platinum,Service Calculator Integration,Medium,4875.0,0.61,24 hours,Medical practices lose 40% of potential patients due to slow mobile sites,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.924151,2025-07-30T17:17:20.683148
RMP - Accounting Services in Toronto and Mississauga,rmpps.ca,https://rmpps.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,High,Unknown,81,78,74,80,78.2,active,True,Platinum,Service Calculator Integration,Medium,4875.0,0.61,24 hours,Healthcare websites converting 15-25% better with proper patient booking systems,Patient review management directly impacts local search ranking,Professional website credibility directly impacts client acquisition,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.924151,2025-07-30T17:17:20.683148
Small Business Accountant,farrukhahmed.ca › small-business-accountant,https://farrukhahmed.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,High,Unknown,95,95,95,95,95.0,active,True,Platinum,Compliance Documentation Display,Medium,4875.0,0.61,24 hours,Medical practices lose 40% of potential patients due to slow mobile sites,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.924151,2025-07-30T17:17:20.683148
Accounting Services | Toronto CPA Firm,bgllp.ca › practice-areas › accounting-services,https://bgllp.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,CAD $118,118.3,0.808,52.5,High,Unknown,71,81,71,62,71.2,active,True,Platinum,Client Communication Platform,Medium,4875.0,0.61,24 hours,Medical practices lose 40% of potential patients due to slow mobile sites,Patient review management directly impacts local search ranking,Professional website credibility directly impacts client acquisition,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.924151,2025-07-30T17:17:20.683148
Bookkeeping Services Toronto | CPA Accounting Firm Near Me ...,aliacpa.ca › bookkeeping-services-cpa-near...,https://aliacpa.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",5,CAD,"CAD $54,167",54166.66666666666,CAD $99,98.58333333333331,0.801,52.5,Medium,Unknown,67,58,62,55,60.5,active,True,Platinum,Client Communication Platform,Medium,4062.0,0.61,24 hours,Medical practices lose 40% of potential patients due to slow mobile sites,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""accounting firm"" toronto ""small business"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926339,2025-07-30T17:17:20.683148
Original Glam | Denver Med Spa,originalglamdenver.com,https://originalglamdenver.com,4,Tier 4 - Bronze,Beauty,"Denver, CO",6,USD,"USD $37,500",37500.0,USD $101,100.8,0.794,51.0,Low,Unknown,45,40,54,48,46.8,needs_improvement,True,Platinum,Website Speed Optimization,Medium,2812.0,0.61,24 hours,Website loading 50% slower than industry standard,Online appointment scheduling reduces no-shows by 20%,1-second delay costs 7% conversion - immediate revenue impact,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T17:17:20.683148
IV Hydration & Beauty Treatments in Denver | Kya IV ...,kyaivbeauty.com,https://kyaivbeauty.com,4,Tier 4 - Bronze,Beauty,"Denver, CO",6,USD,"USD $37,500",37500.0,USD $101,100.8,0.794,51.0,Medium,Unknown,56,49,61,60,56.5,active,True,Platinum,Service Gallery Optimization,Medium,2812.0,0.61,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Patient review management directly impacts local search ranking,Professional website credibility directly impacts client acquisition,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T17:17:20.683148
"THE BEST 10 ESTHETICIANS in DENVER, CO",yelp.com › ... › skin care › estheticians,https://yelp.com,4,Tier 4 - Bronze,Beauty,"Denver, CO",6,USD,"USD $37,500",37500.0,USD $101,100.8,0.794,51.0,Medium,Unknown,66,72,77,62,69.2,active,True,Platinum,Service Gallery Optimization,Medium,2812.0,0.61,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"(""calgary"" OR ""denver"") ""beauty treatments"" ""consultation"" -chain",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T17:17:20.683148
Active Sports Therapy: Sports Medicine Calgary,activesportstherapy.ca,https://activesportstherapy.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,CAD $73,73.15,0.756,48.0,Medium,Unknown,67,67,79,74,71.8,active,True,Platinum,Mobile User Experience,Medium,3562.0,0.61,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Online appointment scheduling reduces no-shows by 20%,60% of healthcare searches happen on mobile devices,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T17:17:20.683148
"Sports Therapy in Calgary, AB",radiantphysiotherapy.ca › sports-physiothera...,https://radiantphysiotherapy.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,CAD $73,73.15,0.756,48.0,Medium,Unknown,62,65,70,53,62.5,active,True,Platinum,Website Speed Optimization,Medium,3562.0,0.61,24 hours,Website loading 50% slower than industry standard,Online appointment scheduling reduces no-shows by 20%,1-second delay costs 7% conversion - immediate revenue impact,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.928839,2025-07-30T17:17:20.683148
Bridgeland Sport & Spine | Physiotherapy & Chiropractic Care,bridgelandphysio.ca,https://bridgelandphysio.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,CAD $73,73.15,0.756,48.0,Medium,Unknown,84,94,92,76,86.5,active,True,Platinum,Mobile User Experience,Medium,3562.0,0.61,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Telemedicine integration could expand your patient base by 35%,60% of healthcare searches happen on mobile devices,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.928839,2025-07-30T17:17:20.683148
Calgary Homes for Sale - Calgary Houses for Sale - Calgary ...,amandaku.ca,https://amandaku.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",6,CAD,"CAD $55,000",55000.0,CAD $69,69.3,0.778,54.0,High,Unknown,94,95,95,95,94.8,active,True,Platinum,Property Search Functionality,Medium,4125.0,0.59,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Online appointment scheduling reduces no-shows by 20%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T17:17:20.683148
Independent Broker,realtor.ca › office › firm › independent-br...,https://realtor.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,78,77,90,70,78.8,active,True,Platinum,Property Search Functionality,Low,3438.0,0.58,24 hours,Healthcare websites converting 15-25% better with proper patient booking systems,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T17:17:20.683148
"Real Estate Brokerage and Offices in Calgary, AB",realtor.ca › ... › canada › alberta,https://realtor.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,Medium,Unknown,75,73,70,81,74.8,active,True,Platinum,Virtual Tour Integration,Low,3438.0,0.58,24 hours,Healthcare websites converting 15-25% better with proper patient booking systems,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T17:17:20.683148
Calgary Real Estate,kurbappeal.ca › areas › calgary,https://kurbappeal.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,89,79,95,80,85.8,active,True,Platinum,Market Data Visualization,Low,3438.0,0.58,24 hours,Medical practices lose 40% of potential patients due to slow mobile sites,Online appointment scheduling reduces no-shows by 20%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T17:17:20.683148
Calgary Real Estate : Search all listings,grandrealty.ca › recip,https://grandrealty.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,77,72,81,74,76.0,active,True,Platinum,Virtual Tour Integration,Low,3438.0,0.58,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Patient review management directly impacts local search ranking,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.926827,2025-07-30T17:17:20.683148
Single Family Homes for Sale in Calgary,repcalgaryhomes.ca › single-family-homes-c...,https://repcalgaryhomes.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,78,82,80,69,77.2,active,True,Platinum,Market Data Visualization,Low,3438.0,0.58,24 hours,Medical practices lose 40% of potential patients due to slow mobile sites,Online appointment scheduling reduces no-shows by 20%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T17:17:20.683148
Western Canada High School Homes & Real Estate - Calgary AB,calgaryhomes.ca › western-canada-high-school-r...,https://calgaryhomes.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,86,81,94,91,88.0,active,True,Platinum,Lead Generation Forms,Low,3438.0,0.58,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T17:17:20.683148
Austin Cowley — Calgary REALTORS - Town Residential,townresidential.ca › austin-cowley,https://townresidential.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,85,76,90,82,83.2,active,True,Platinum,Lead Generation Forms,Low,3438.0,0.58,24 hours,Medical practices lose 40% of potential patients due to slow mobile sites,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T17:17:20.683148
Altadore Real Estate - Calgary,joshhamilton.ca › altadore-real-estate,https://joshhamilton.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,94,95,90,95,93.5,active,True,Platinum,Virtual Tour Integration,Low,3438.0,0.58,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Online appointment scheduling reduces no-shows by 20%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T17:17:20.683148
Introducing the team | Trung Bien Real Estate Team,trungbien.ca › meet-the-team,https://trungbien.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,89,95,86,95,91.2,active,True,Platinum,Market Data Visualization,Low,3438.0,0.58,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Patient review management directly impacts local search ranking,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T17:17:20.683148
eXp Realty - Calgary,tayolson.ca,https://tayolson.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,CAD $58,57.75000000000001,0.771,54.0,High,Unknown,95,95,95,83,92.0,active,True,Platinum,Virtual Tour Integration,Low,3438.0,0.58,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""real estate"" calgary ""independent"" -remax -coldwell",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-06T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.927840,2025-07-30T17:17:20.683148
Client Services Hub,connecthearing.ca › client-services-hub,https://connecthearing.ca,5,Tier 5 - Standard,Other_Professional,Canada,6,CAD,"CAD $47,500",47500.0,CAD $59,58.52000000000001,0.748,48.0,Medium,Unknown,71,73,72,74,72.5,active,True,Platinum,HIPAA Compliance Issues,Medium,3562.0,0.61,24 hours,Healthcare websites converting 15-25% better with proper patient booking systems,Telemedicine integration could expand your patient base by 35%,Professional website credibility directly impacts client acquisition,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-13T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.928839,2025-07-30T17:17:20.683148
NAC PRA Family Medicine Standards,mcc.ca › wp-content › uploads › nac-pr...,https://mcc.ca,5,Tier 5 - Standard,Other_Professional,Canada,5,CAD,"CAD $39,583",39583.333333333336,CAD $44,44.33333333333334,0.711,48.0,Medium,Unknown,61,71,66,66,66.0,active,True,Platinum,HIPAA Compliance Issues,Medium,2969.0,0.6,24 hours,HIPAA-compliant patient portals increase practice efficiency by 30%,Online appointment scheduling reduces no-shows by 20%,Professional website credibility directly impacts client acquisition,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T17:17:20.683148,new,,platinum,2025-08-13T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.929280,2025-07-30T17:17:20.683148
